ref_key	running_id	citation	type	authors	year	title	links	sec	data_type	data_subtype	pattern_type	pattern_subtype	alg_name	algorithm	encoding	notes	mentions	html_ref	bib_string	flnk
makhalova_mint_2022	116	Makhalova, Kuznetsov, and Napoli (2022)	article	Tatiana Makhalova, Sergei O. Kuznetsov, and Amedeo Napoli	2022	Mint: MDL-based approach for mining INTeresting numerical pattern sets	<a href='https://doi.org/10.1007/s10618-021-00799-9'>doi:10.1007/s10618-021-00799-9</a>	5.6	tabular	numerical	block	tiles, hyperrectangles	<alg>Mint</alg> ‘Mining INTeresting numerical pattern sets’		universal code for integers, prequential	Finding especially dense hyperintervals (hyperrectangles) in multivariate numerical data. Journal version of <rkey>makhalova_mint_2020</rkey>.	p.24:5.6,p.24	"<span class='bib-block bib-label'><span class='bib-block bib-who'>Makhalova, Tatiana, Sergei&nbsp;O. Kuznetsov, and Amedeo Napoli</span> (<span class='bib-block bib-when'>2022</span>)</span>. <span class='bib-block bib-entry'><span class='bib-block bib-what'>Mint: <span class='bibtex-protected'>MDL</span>-based approach for mining <span class='bibtex-protected'>INTeresting</span> numerical pattern sets.</span>
<em>Data Mining and Knowledge Discovery</em>, 36(1):108–145.
<span class='bib-block bib-lnks'><a href='https://doi.org/10.1007/s10618-021-00799-9'>doi:10.1007/s10618-021-00799-9</a>.</span></span>"	"@article{makhalova_mint_2022,
    author = {Makhalova, Tatiana and Kuznetsov, Sergei O. and Napoli, Amedeo},
    title = {Mint: {MDL}-based approach for Mining {INTeresting} Numerical Pattern Sets},
    volume = {36},
    doi = {10.1007/s10618-021-00799-9},
    pages = {108--145},
    number = {1},
    journal = {Data Mining and Knowledge Discovery},
    year = {2022}
}"	=HYPERLINK("file:///home/egalbrun/TKTL/biblio/pdfs/MakhalovaKN22.pdf", "pdf")
feng_information-theoretic_2015	50	Feng (2015)	phdthesis	Jing Feng	2015	Information-theoretic graph mining		6	graphs				<alg>IROC</alg> ‘Information-theoretic non-Redundant Overlapping Clustering’			Doctoral dissertation based on <rkey>he_automatically_2011</rkey>, <rkey>feng_summarization-based_2012</rkey> and <rkey>feng_compression-based_2013</rkey>. Introducing  <alg>IROC</alg> for <task>graph summarisation</task> by grouping nodes, considering labelled nodes and allowing overlaps.	p.25:6,p.25	"<span class='bib-block bib-label'><span class='bib-block bib-who'>Feng, Jing</span> (<span class='bib-block bib-when'>2015</span>)</span>. <span class='bib-block bib-entry'><span class='bib-block bib-what'><em>Information-theoretic graph mining</em>.</span>
PhD thesis, Ludwig-Maximilians-Universit<span class='bibtex-protected'>ä</span>t M<span class='bibtex-protected'>ü</span>nchen.</span>"	"@thesis{feng_information-theoretic_2015,
    author = {Feng, Jing},
    title = {Information-theoretic graph mining},
    institution = {Ludwig-Maximilians-Universit\'{a}t M\'{u}nchen},
    type = {phdthesis},
    year = {2015}
}"	=HYPERLINK("file:///home/egalbrun/TKTL/biblio/pdfs/FengPHD15.pdf", "pdf")
liu_graph_2018	102	Liu, Safavi, Dighe, and Koutra (2018)	article	Yike Liu, Tara Safavi, Abhilash Dighe, and Danai Koutra	2018	Graph summarization methods and applications: a survey	<a href='https://doi.org/10.1145/3186727'>doi:10.1145/3186727</a>	6	graphs							Survey of graph summarisation methods, including MDL-based approaches. <task>Graph summarisation</task>.	p.25:6,p.25	"<span class='bib-block bib-label'><span class='bib-block bib-who'>Liu, Yike, Tara Safavi, Abhilash Dighe, et al.</span> (<span class='bib-block bib-when'>2018</span>)</span>. <span class='bib-block bib-entry'><span class='bib-block bib-what'>Graph summarization methods and applications: a survey.</span>
<em><span class='bibtex-protected'>ACM</span> Computing Surveys</em>, 51(3):62:1–62:34.
<span class='bib-block bib-lnks'><a href='https://doi.org/10.1145/3186727'>doi:10.1145/3186727</a>.</span></span>"	"@article{liu_graph_2018,
    author = {Liu, Yike and Safavi, Tara and Dighe, Abhilash and Koutra, Danai},
    title = {Graph Summarization Methods and Applications: A Survey},
    volume = {51},
    doi = {10.1145/3186727},
    pages = {62:1--62:34},
    number = {3},
    journal = {{ACM} Computing Surveys},
    publisher = {{ACM}},
    year = {2018}
}"	=HYPERLINK("file:///home/egalbrun/TKTL/biblio/pdfs/LiuSDK18.pdf", "pdf")
chakrabarti_autopart_2004	35	Chakrabarti (2004)	inproceedings	Deepayan Chakrabarti	2004	AutoPart: parameter-free graph partitioning and outlier detection	<a href='https://doi.org/10.1007/978-3-540-30116-5_13'>doi:10.1007/978-3-540-30116-5_13</a>	6.1	graphs	undirected, unlabelled, symmetric binary matrices	block	density-based node-partitioning		Top-down heuristic search, splits the rows and colums into increasingly small groups and rearranges them.	Shannon-Fano, universal code for integers, indices over canonically ordered enumerations	Finding a partitioning of the nodes into dense blocks, similar to <rkey>chakrabarti_fully_2004 </rkey> exploiting the further specific properties of the matrix (symmetry). 	p.27:6.1,p.26:Figure 7,p.25,p.27	"<span class='bib-block bib-label'><span class='bib-block bib-who'>Chakrabarti, Deepayan</span> (<span class='bib-block bib-when'>2004</span>)</span>. <span class='bib-block bib-entry'><span class='bib-block bib-what'><span class='bibtex-protected'>AutoPart</span>: parameter-free graph partitioning and outlier detection.</span>
In <em>Proceedings of the European Conference on Knowledge Discovery in Databases, <span class='bibtex-protected'>PKDD</span>'04</em>, 112–124. Springer.
<span class='bib-block bib-lnks'><a href='https://doi.org/10.1007/978-3-540-30116-5_13'>doi:10.1007/978-3-540-30116-5_13</a>.</span></span>"	"@inproceedings{chakrabarti_autopart_2004,
    author = {Chakrabarti, Deepayan},
    title = {{AutoPart}: Parameter-Free Graph Partitioning and Outlier Detection},
    doi = {10.1007/978-3-540-30116-5_13},
    pages = {112--124},
    booktitle = {Proceedings of the European Conference on Knowledge Discovery in Databases, {PKDD}'04},
    publisher = {Springer},
    year = {2004}
}"	=HYPERLINK("file:///home/egalbrun/TKTL/biblio/pdfs/Chakrabarti04.pdf", "pdf")
rosvall_information-theoretic_2007	146	Rosvall and Bergstrom (2007)	article	Martin Rosvall and Carl T. Bergstrom	2007	An information-theoretic framework for resolving community structure in complex networks	<a href='https://doi.org/10.1073/pnas.0611034104'>doi:10.1073/pnas.0611034104</a>	6.1	graphs	undirected, unlabelled	block	density-based node-partitioning		Simulated annealing.	indices over canonically ordered enumerations	Finding a partitioning of the nodes into dense blocks, maximizing modularity. Using a MDL score to determine the number of blocks.	p.27:6.1,p.25,p.27	"<span class='bib-block bib-label'><span class='bib-block bib-who'>Rosvall, Martin and Carl&nbsp;T. Bergstrom</span> (<span class='bib-block bib-when'>2007</span>)</span>. <span class='bib-block bib-entry'><span class='bib-block bib-what'>An information-theoretic framework for resolving community structure in complex networks.</span>
<em>Proceedings of the National Academy of Sciences</em>, 104(18):7327–7331.
<span class='bib-block bib-lnks'><a href='https://doi.org/10.1073/pnas.0611034104'>doi:10.1073/pnas.0611034104</a>.</span></span>"	"@article{rosvall_information-theoretic_2007,
    author = {Rosvall, Martin and Bergstrom, Carl T.},
    title = {An information-theoretic framework for resolving community structure in complex networks},
    volume = {104},
    doi = {10.1073/pnas.0611034104},
    pages = {7327--7331},
    number = {18},
    journal = {Proceedings of the National Academy of Sciences},
    year = {2007}
}"	=HYPERLINK("file:///home/egalbrun/TKTL/biblio/pdfs/RosvallB07.pdf", "pdf")
navlakha_graph_2008	128	Navlakha, Rastogi, and Shrivastava (2008)	inproceedings	Saket Navlakha, Rajeev Rastogi, and Nisheeth Shrivastava	2008	Graph summarization with bounded error	<a href='https://doi.org/10.1145/1376616.1376661'>doi:10.1145/1376616.1376661</a>	6.1	graphs	undirected, unlabelled	block	density-based summary		Bottom-up heuristic search, iteratively merging (super)nodes.	fixed-length	<task>Graph summarisation</task> by grouping nodes.	p.27:6.1,p.25,p.27,p.38,p.39	"<span class='bib-block bib-label'><span class='bib-block bib-who'>Navlakha, Saket, Rajeev Rastogi, and Nisheeth Shrivastava</span> (<span class='bib-block bib-when'>2008</span>)</span>. <span class='bib-block bib-entry'><span class='bib-block bib-what'>Graph summarization with bounded error.</span>
In <em>Proceedings of the 2008 <span class='bibtex-protected'>ACM</span> <span class='bibtex-protected'>SIGMOD</span> International Conference on Management of Data, <span class='bibtex-protected'>SIGMOD</span>'08</em>, 419–432. <span class='bibtex-protected'>ACM</span>.
<span class='bib-block bib-lnks'><a href='https://doi.org/10.1145/1376616.1376661'>doi:10.1145/1376616.1376661</a>.</span></span>"	"@inproceedings{navlakha_graph_2008,
    author = {Navlakha, Saket and Rastogi, Rajeev and Shrivastava, Nisheeth},
    title = {Graph Summarization with Bounded Error},
    doi = {10.1145/1376616.1376661},
    pages = {419--432},
    booktitle = {Proceedings of the 2008 {ACM} {SIGMOD} International Conference on Management of Data, {SIGMOD}'08},
    publisher = {{ACM}},
    year = {2008}
}"	=HYPERLINK("file:///home/egalbrun/TKTL/biblio/pdfs/NavlakhaRS08.pdf", "pdf")
papadimitriou_hierarchical_2008	132	Papadimitriou, Sun, Faloutsos, and Yu (2008)	inproceedings	Spiros Papadimitriou, Jimeng Sun, Christos Faloutsos, and Philip S. Yu	2008	Hierarchical, parameter-free community discovery	<a href='https://doi.org/10.1007/978-3-540-87481-2_12'>doi:10.1007/978-3-540-87481-2_12</a>	6.1	graphs	bipartite, unlabelled	block	hierarchical density-based node-partitioning	<alg>CCT</alg> ‘Context-speciﬁc Cluster Tree’	Starts with the orginal graph, finds tiles and recurse for each tile.	indices over canonically ordered enumerations	<task>Graph summarisation</task> by grouping nodes. Considering bipartite graphs and hierarchical blocks.	p.27:6.1,p.25,p.27	"<span class='bib-block bib-label'><span class='bib-block bib-who'>Papadimitriou, Spiros, Jimeng Sun, et al.</span> (<span class='bib-block bib-when'>2008</span>)</span>. <span class='bib-block bib-entry'><span class='bib-block bib-what'>Hierarchical, parameter-free community discovery.</span>
In <em>Proceedings of the European Conference on Machine Learning and Principles and Practice of Knowledge Discovery in Databases, <span class='bibtex-protected'>ECML</span>/<span class='bibtex-protected'>PKDD</span>'08</em>, 170–187. Springer.
<span class='bib-block bib-lnks'><a href='https://doi.org/10.1007/978-3-540-87481-2_12'>doi:10.1007/978-3-540-87481-2_12</a>.</span></span>"	"@inproceedings{papadimitriou_hierarchical_2008,
    author = {Papadimitriou, Spiros and Sun, Jimeng and Faloutsos, Christos and Yu, Philip S.},
    title = {Hierarchical, Parameter-Free Community Discovery},
    doi = {10.1007/978-3-540-87481-2_12},
    pages = {170--187},
    booktitle = {Proceedings of the European Conference on Machine Learning and Principles and Practice of Knowledge Discovery in Databases, {ECML}/{PKDD}'08},
    publisher = {Springer},
    year = {2008}
}"	=HYPERLINK("file:///home/egalbrun/TKTL/biblio/pdfs/PapadimitriouSFY08.pdf", "pdf")
he_pack_2009	63	He et al. (2009)	inproceedings	Jingrui He, Hanghang Tong, Spiros Papadimitriou, Tina Eliassi-Rad, Christos Faloutsos, and Jaime Carbonell	2009	PaCK: scalable parameter-free clustering on k-partite graphs		6.1	graphs	k-partite, unlabelled	block	density-based node-partitioning	<alg>PaCK</alg> ‘Parameter-free Clustering on K-partite graphs’	Finds a node assignment using a procedure similar to k-means for a fixed number of blocks, then optimises the number of blocks.		<task>Graph summarisation</task> by grouping nodes. Considering k-partite graphs.	p.27:6.1,p.25,p.27	"<span class='bib-block bib-label'><span class='bib-block bib-who'>He, Jingrui et al.</span> (<span class='bib-block bib-when'>2009</span>)</span>. <span class='bib-block bib-entry'><span class='bib-block bib-what'><span class='bibtex-protected'>PaCK</span>: scalable parameter-free clustering on k-partite graphs.</span>
In <em>Proceedings of the 2006 <span class='bibtex-protected'>SIAM</span> International Conference on Data Mining, <span class='bibtex-protected'>SDM</span>'09</em>, 1278–1287. <span class='bibtex-protected'>SIAM</span>.</span>"	"@inproceedings{he_pack_2009,
    author = {He, Jingrui and Tong, Hanghang and Papadimitriou, Spiros and Eliassi-Rad, Tina and Faloutsos, Christos and Carbonell, Jaime},
    title = {{PaCK}: Scalable parameter-free clustering on K-partite graphs},
    booktitle = {Proceedings of the 2006 {SIAM} International Conference on Data Mining, {SDM}'09},
    publisher = {{SIAM}},
    pages = {1278--1287},
    year = {2009}
}"	=HYPERLINK("file:///home/egalbrun/TKTL/biblio/pdfs/He+09.pdf", "pdf")
lefevre_grass_2010	100	LeFevre and Terzi (2010)	inproceedings	Kristen LeFevre and Evimaria Terzi	2010	GraSS: graph structure summarization	<a href='https://doi.org/10.1137/1.9781611972801.40'>doi:10.1137/1.9781611972801.40</a>	6.1	graphs	undirected, unlabelled	block	density-based summary	<alg>k-Cgs</alg> ‘k-Capacitated Graph summarization’	Iteratively growing balls around selected nodes, ‘condensation’ algorithm (Aggarwal and Yu, 2004)		<task>Graph summarisation</task> by grouping nodes. Weights on the superedges represent link probabilities. Using a MDL score to determine the number of blocks. <task>privacy-preserving data mining</task>.	p.27:6.1,p.25,p.27	"<span class='bib-block bib-label'><span class='bib-block bib-who'><span class='bibtex-protected'>LeFevre</span>, Kristen and Evimaria Terzi</span> (<span class='bib-block bib-when'>2010</span>)</span>. <span class='bib-block bib-entry'><span class='bib-block bib-what'><span class='bibtex-protected'>GraSS</span>: graph structure summarization.</span>
In <em>Proceedings of the 2010 <span class='bibtex-protected'>SIAM</span> International Conference on Data Mining, <span class='bibtex-protected'>SDM</span>'10</em>, 454–465. <span class='bibtex-protected'>SIAM</span>.
<span class='bib-block bib-lnks'><a href='https://doi.org/10.1137/1.9781611972801.40'>doi:10.1137/1.9781611972801.40</a>.</span></span>"	"@inproceedings{lefevre_grass_2010,
    author = {{LeFevre}, Kristen and Terzi, Evimaria},
    title = {{GraSS}: Graph Structure Summarization},
    doi = {10.1137/1.9781611972801.40},
    pages = {454--465},
    booktitle = {Proceedings of the 2010 {SIAM} International Conference on Data Mining, {SDM}'10},
    publisher = {{SIAM}},
    year = {2010}
}"	=HYPERLINK("file:///home/egalbrun/TKTL/biblio/pdfs/LeFevreT10.pdf", "pdf")
he_automatically_2011	65	He, Feng, and Plant (2011)	inproceedings	Xiao He, Jing Feng, and Claudia Plant	2011	Automatically spotting information-rich nodes in graphs	<a href='https://doi.org/10.1109/ICDMW.2011.37'>doi:10.1109/ICDMW.2011.37</a>	6.1	graphs	undirected, unlabelled, symmetric binary matrices	block	density-based summary	<alg>Info-spot</alg> ‘Automatically Spotting Information-rich Nodes in Graphs’			<task>Graph summarisation</task> by grouping nodes. Identifying nodes that remain isolated as particularly interesting and anomalous. <task>Anomaly detection</task> in graphs.	p.27:6.1,p.25,p.27	"<span class='bib-block bib-label'><span class='bib-block bib-who'>He, Xiao, Jing Feng, and Claudia Plant</span> (<span class='bib-block bib-when'>2011</span>)</span>. <span class='bib-block bib-entry'><span class='bib-block bib-what'>Automatically spotting information-rich nodes in graphs.</span>
In <em>Proceedings of the 11th <span class='bibtex-protected'>IEEE</span> International Conference on Data Mining Workshops, <span class='bibtex-protected'>ICDMW</span>'11</em>, 941–948. <span class='bibtex-protected'>IEEE</span> Computer Society.
<span class='bib-block bib-lnks'><a href='https://doi.org/10.1109/ICDMW.2011.37'>doi:10.1109/ICDMW.2011.37</a>.</span></span>"	"@inproceedings{he_automatically_2011,
    author = {He, Xiao and Feng, Jing and Plant, Claudia},
    title = {Automatically Spotting Information-Rich Nodes in Graphs},
    doi = {10.1109/ICDMW.2011.37},
    pages = {941--948},
    booktitle = {Proceedings of the 11th {IEEE} International Conference on Data Mining Workshops, {ICDMW}'11},
    publisher = {{IEEE} Computer Society},
    year = {2011}
}"	=HYPERLINK("file:///home/egalbrun/TKTL/biblio/pdfs/HeFP11.pdf", "pdf")
akoglu_pics_2012	1	Akoglu, Tong, Meeder, and Faloutsos (2012)	inproceedings	Leman Akoglu, Hanghang Tong, Brendan Meeder, and Christos Faloutsos	2012	PICS: parameter-free identification of cohesive subgroups in large attributed graphs	<a href='https://doi.org/10.1137/1.9781611972825.38'>doi:10.1137/1.9781611972825.38</a>	6.1	graphs	undirected, labelled nodes	block	density-based summary	<alg>PICS</alg> ‘Parameter-free Identification of Cohesive Subgroups’	Top-down heuristic search, iteratively splitting node groups.		<task>Graph summarisation</task> by grouping nodes. Considering labelled nodes.	p.27:6.1,p.25,p.27	"<span class='bib-block bib-label'><span class='bib-block bib-who'>Akoglu, Leman, Hanghang Tong, Brendan Meeder, et al.</span> (<span class='bib-block bib-when'>2012</span>)</span>. <span class='bib-block bib-entry'><span class='bib-block bib-what'><span class='bibtex-protected'>PICS</span>: parameter-free identification of cohesive subgroups in large attributed graphs.</span>
In <em>Proceedings of the 2012 <span class='bibtex-protected'>SIAM</span> International Conference on Data Mining, <span class='bibtex-protected'>SDM</span>'12</em>, 439–450. <span class='bibtex-protected'>SIAM</span>.
<span class='bib-block bib-lnks'><a href='https://doi.org/10.1137/1.9781611972825.38'>doi:10.1137/1.9781611972825.38</a>.</span></span>"	"@inproceedings{akoglu_pics_2012,
    author = {Akoglu, Leman and Tong, Hanghang and Meeder, Brendan and Faloutsos, Christos},
    title = {{PICS}: Parameter-free Identification of Cohesive Subgroups in Large Attributed Graphs},
    pages = {439--450},
    booktitle = {Proceedings of the 2012 {SIAM} International Conference on Data Mining, {SDM}'12},
    publisher = {{SIAM}},
    year = {2012},
    doi = {10.1137/1.9781611972825.38}
}"	=HYPERLINK("file:///home/egalbrun/TKTL/biblio/pdfs/AkogluTMF12.pdf", "pdf")
